Task
Date;Time [min];Concentration [Vol.%];Pressure [Bar]
18.11.2020 10:36:09; 48.00;  2.772;;1.020
18.11.2020 10:37:09; 49.00;  2.819;;1.020
18.11.2020 10:38:09; 50.00;  2.913;;1.020
18.11.2020 10:39:09; 51.00;  3.003;;1.020
18.11.2020 10:40:09; 52.00;  3.115;;1.020
18.11.2020 10:41:09; 53.00;  3.762;;1.020
18.11.2020 10:42:09; 54.00;  4.445;;1.020
18.11.2020 10:43:09; 55.00;  4.870;;1.020
18.11.2020 10:44:09; 56.00;  5.222;;1.020
18.11.2020 10:45:09; 57.00;  5.426;;1.020
18.11.2020 10:46:09; 58.00;  5.602;;1.020
18.11.2020 10:47:09; 59.00;  5.737;;1.020
18.11.2020 10:48:09; 60.00;  5.842;;1.020
18.11.2020 10:49:09; 61.00;  5.919;;1.020
18.11.2020 10:50:09; 62.00;  6.025;;1.020
18.11.2020 10:51:09; 63.00;  6.154;;1.020
18.11.2020 10:52:09; 64.00;  6.271;;1.020
18.11.2020 10:53:09; 65.00;  6.374;;1.020
18.11.2020 10:54:09; 66.00;  6.531;;1.020
18.11.2020 10:55:09; 67.00;  6.655;;1.020
18.11.2020 10:56:09; 68.00;  6.817;;1.020
18.11.2020 10:57:09; 69.00;  6.962;;1.020
18.11.2020 10:58:09; 70.00;  7.247;;1.020
18.11.2020 10:59:09; 71.00;  7.764;;1.020
18.11.2020 11:00:09; 72.00;  8.214;;1.020
18.11.2020 11:01:09; 73.00;  8.527;;1.020
18.11.2020 11:02:09; 74.00;  8.848;;1.020
18.11.2020 11:03:09; 75.00;  8.986;;1.020
18.11.2020 11:04:09; 76.00;  9.254;;1.020
18.11.2020 11:05:09; 77.00;  9.437;;1.020
18.11.2020 11:06:09; 78.00;  9.575;;1.020
18.11.2020 11:07:09; 79.00;  9.748;;1.020
18.11.2020 11:08:09; 80.00;  9.855;;1.020
18.11.2020 11:09:09; 81.00; 10.052;;1.020
18.11.2020 11:10:09; 82.00; 10.309;;1.020
18.11.2020 11:11:09; 83.00; 10.469;;1.020
18.11.2020 11:12:09; 84.00; 10.651;;1.020
18.11.2020 11:13:09; 85.00; 10.971;;1.020
18.11.2020 11:14:09; 86.00; 11.092;;1.020
18.11.2020 11:15:09; 87.00; 11.308;;1.020
18.11.2020 11:16:09; 88.00; 11.642;;1.020
18.11.2020 11:17:09; 89.00; 11.777;;1.020
18.11.2020 11:18:09; 90.00; 11.939;;1.020
18.11.2020 11:19:09; 91.00; 11.998;;1.020
18.11.2020 11:20:09; 92.00; 12.293;;1.019
18.11.2020 11:21:09; 93.00; 12.505;;1.020
18.11.2020 11:22:09; 94.00; 12.787;;1.020
18.11.2020 11:23:09; 95.00; 12.982;;1.020
18.11.2020 11:24:09; 96.00; 13.210;;1.020
18.11.2020 11:25:09; 97.00; 13.650;;1.020
18.11.2020 11:26:09; 98.00; 13.880;;1.020
18.11.2020 11:27:09; 99.00; 14.141;;1.020
18.11.2020 11:28:09;100.00; 14.473;;1.020
18.11.2020 11:29:09;101.00; 14.831;;1.020
18.11.2020 11:30:09;102.00; 15.115;;1.020
18.11.2020 11:31:09;103.00; 15.559;;1.020
18.11.2020 11:32:09;104.00; 15.789;;1.020
18.11.2020 11:33:09;105.00; 16.272;;1.019
18.11.2020 11:34:09;106.00; 16.647;;1.019
18.11.2020 11:35:09;107.00; 16.842;;1.019
18.11.2020 11:36:09;108.00; 17.442;;1.019
18.11.2020 11:37:09;109.00; 17.882;;1.019
18.11.2020 11:38:09;110.00; 18.312;;1.019
18.11.2020 11:39:09;111.00; 18.839;;1.019
18.11.2020 11:40:09;112.00; 19.198;;1.019
18.11.2020 11:41:09;113.00; 19.535;;1.019
18.11.2020 11:42:09;114.00; 20.162;;1.019
18.11.2020 11:43:09;115.00; 20.847;;1.019
18.11.2020 11:44:09;116.00; 21.505;;1.019
18.11.2020 11:45:09;117.00; 22.510;;1.019
18.11.2020 11:46:09;118.00; 23.288;;1.019
18.11.2020 11:47:09;119.00; 23.912;;1.019
18.11.2020 11:48:09;120.00; 24.450;;1.019
18.11.2020 11:49:09;121.00; 24.833;;1.019
18.11.2020 11:50:09;122.00; 25.454;;1.019
18.11.2020 11:51:09;123.00; 25.634;;1.019
18.11.2020 11:52:09;124.00; 26.227;;1.019
18.11.2020 11:53:09;125.00; 26.809;;1.019
18.11.2020 11:54:09;126.00; 27.027;;1.019
18.11.2020 11:55:09;127.00; 27.439;;1.019
18.11.2020 11:56:09;128.00; 27.670;;1.019
18.11.2020 11:57:09;129.00; 27.835;;1.019
18.11.2020 11:58:09;130.00; 27.806;;1.019
18.11.2020 11:59:09;131.00; 28.354;;1.019
18.11.2020 12:00:09;132.00; 28.553;;1.019
18.11.2020 12:01:09;133.00; 28.952;;1.019
18.11.2020 12:02:09;134.00; 29.633;;1.019
18.11.2020 12:03:09;135.00; 30.104;;1.019
18.11.2020 12:04:09;136.00; 30.479;;1.019
18.11.2020 12:05:09;137.00; 30.885;;1.019
18.11.2020 12:06:09;138.00; 30.880;;1.019
18.11.2020 12:07:09;139.00; 31.224;;1.019
18.11.2020 12:08:09;140.00; 31.253;;1.019
18.11.2020 12:09:09;141.00; 31.594;;1.019
18.11.2020 12:10:09;142.00; 31.625;;1.019
18.11.2020 12:11:09;143.00; 32.024;;1.019
18.11.2020 12:12:09;144.00; 32.216;;1.019
18.11.2020 12:13:09;145.00; 32.588;;1.019
18.11.2020 12:14:09;146.00; 32.543;;1.019
18.11.2020 12:15:09;147.00; 32.526;;1.019
18.11.2020 12:16:09;148.00; 33.069;;1.019
18.11.2020 12:17:09;149.00; 33.511;;1.019
18.11.2020 12:18:09;150.00; 33.446;;1.019
18.11.2020 12:19:09;151.00; 33.712;;1.019
18.11.2020 12:20:09;152.00; 33.757;;1.019
18.11.2020 12:21:09;153.00; 33.975;;1.019
18.11.2020 12:22:09;154.00; 34.195;;1.019
18.11.2020 12:23:09;155.00; 34.641;;1.019
18.11.2020 12:24:09;156.00; 34.485;;1.019
18.11.2020 12:25:09;157.00; 35.046;;1.019
18.11.2020 12:26:09;158.00; 35.508;;1.019
18.11.2020 12:27:09;159.00; 35.558;;1.019
18.11.2020 12:28:09;160.00; 35.634;;1.019
18.11.2020 12:29:09;161.00; 36.369;;1.019
18.11.2020 12:30:09;162.00; 36.181;;1.019
18.11.2020 12:31:09;163.00; 36.182;;1.019
18.11.2020 12:32:09;164.00; 36.968;;1.019
18.11.2020 12:33:09;165.00; 37.227;;1.019
18.11.2020 12:34:09;166.00; 37.263;;1.019
18.11.2020 12:35:09;167.00; 37.748;;1.019
18.11.2020 12:36:09;168.00; 37.965;;1.019
18.11.2020 12:37:09;169.00; 38.306;;1.019
18.11.2020 12:38:09;170.00; 37.886;;1.019
18.11.2020 12:39:09;171.00; 38.739;;1.019
18.11.2020 12:40:09;172.00; 38.465;;1.019
18.11.2020 12:41:09;173.00; 38.896;;1.019
18.11.2020 12:42:09;174.00; 39.166;;1.019
18.11.2020 12:43:09;175.00; 39.653;;1.019
18.11.2020 12:44:09;176.00; 39.647;;1.019
18.11.2020 12:45:09;177.00; 40.073;;1.019
18.11.2020 12:46:09;178.00; 39.314;;1.019
18.11.2020 12:47:09;179.00; 33.957;;1.018
18.11.2020 12:48:09;180.00; 27.862;;1.018
18.11.2020 12:49:09;181.00; 21.981;;1.019
18.11.2020 12:50:09;182.00; 17.029;;1.019
18.11.2020 12:51:09;183.00; 12.852;;1.019
18.11.2020 12:52:09;184.00;  9.843;;1.019
18.11.2020 12:53:09;185.00;  7.500;;1.019
18.11.2020 12:54:09;186.00;  5.835;;1.019
18.11.2020 12:55:09;187.00;  4.574;;1.019
18.11.2020 12:56:09;188.00;  3.712;;1.019
18.11.2020 12:57:09;189.00;  3.105;;1.019
18.11.2020 12:58:09;190.00;  2.697;;1.019
18.11.2020 12:59:09;191.00;  2.415;;1.019
18.11.2020 13:00:09;192.00;  2.232;;1.019
18.11.2020 13:01:09;193.00;  2.098;;1.019
18.11.2020 13:02:09;194.00;  1.997;;1.019
18.11.2020 13:03:09;195.00;  1.932;;1.019
18.11.2020 13:04:09;196.00;  1.899;;1.019
18.11.2020 13:05:09;197.00;  1.872;;1.019
18.11.2020 13:06:09;198.00;  1.865;;1.019
18.11.2020 13:07:09;199.00;  1.848;;1.019
18.11.2020 13:08:09;200.00;  1.852;;1.019
18.11.2020 13:09:09;201.00;  1.851;;1.019
18.11.2020 13:10:09;202.00;  1.836;;1.019
18.11.2020 13:11:09;203.00;  1.832;;1.019
18.11.2020 13:12:09;204.00;  1.833;;1.019
18.11.2020 13:13:09;205.00;  1.833;;1.019
18.11.2020 13:14:09;206.00;  1.834;;1.019
18.11.2020 13:15:09;207.00;  1.834;;1.019
18.11.2020 13:16:09;208.00;  1.840;;1.019
18.11.2020 13:17:09;209.00;  1.833;;1.019
18.11.2020 13:18:09;210.00;  1.835;;1.019
18.11.2020 13:19:09;211.00;  1.838;;1.019
18.11.2020 13:20:09;212.00;  1.853;;1.019
18.11.2020 13:21:09;213.00;  1.852;;1.019
18.11.2020 13:22:09;214.00;  1.870;;1.019
18.11.2020 13:23:09;215.00;  1.876;;1.019
18.11.2020 13:24:09;216.00;  1.875;;1.019
18.11.2020 13:25:09;217.00;  1.892;;1.019
18.11.2020 13:26:09;218.00;  1.893;;1.019
18.11.2020 13:27:09;219.00;  1.904;;1.019
18.11.2020 13:28:09;220.00;  1.915;;1.019
18.11.2020 13:29:09;221.00;  1.921;;1.019
18.11.2020 13:30:09;222.00;  1.926;;1.019
18.11.2020 13:31:09;223.00;  1.924;;1.019
18.11.2020 13:32:09;224.00;  1.929;;1.018
18.11.2020 13:33:09;225.00;  1.927;;1.018
18.11.2020 13:34:09;226.00;  1.934;;1.018
18.11.2020 13:35:09;227.00;  1.946;;1.018
18.11.2020 13:36:09;228.00;  1.953;;1.018
18.11.2020 13:37:09;229.00;  1.959;;1.018
18.11.2020 13:38:09;230.00;  1.966;;1.018
18.11.2020 13:39:09;231.00;  1.973;;1.018
18.11.2020 13:40:09;232.00;  1.974;;1.018
18.11.2020 13:41:09;233.00;  1.982;;1.018
18.11.2020 13:42:09;234.00;  1.993;;1.018
18.11.2020 13:43:09;235.00;  1.996;;1.018
18.11.2020 13:44:09;236.00;  2.005;;1.018
18.11.2020 13:45:09;237.00;  2.008;;1.018
18.11.2020 13:46:09;238.00;  2.020;;1.018
18.11.2020 13:47:09;239.00;  2.028;;1.018
18.11.2020 13:48:09;240.00;  2.035;;1.018
18.11.2020 13:49:09;241.00;  2.048;;1.018
18.11.2020 13:50:09;242.00;  2.050;;1.018
18.11.2020 13:51:09;243.00;  2.040;;1.018
18.11.2020 13:52:09;244.00;  2.036;;1.018
18.11.2020 13:53:09;245.00;  2.039;;1.018
18.11.2020 13:54:09;246.00;  2.046;;1.018
18.11.2020 13:55:09;247.00;  2.069;;1.018
18.11.2020 13:56:09;248.00;  2.064;;1.018
18.11.2020 13:57:09;249.00;  2.067;;1.018
18.11.2020 13:58:09;250.00;  2.076;;1.018
18.11.2020 13:59:09;251.00;  2.067;;1.018
18.11.2020 14:00:09;252.00;  2.083;;1.018
18.11.2020 14:01:09;253.00;  2.081;;1.018
18.11.2020 14:02:09;254.00;  2.083;;1.018
18.11.2020 14:03:09;255.00;  2.102;;1.018
18.11.2020 14:04:09;256.00;  2.108;;1.018
18.11.2020 14:05:09;257.00;  2.097;;1.018
18.11.2020 14:06:09;258.00;  2.106;;1.018
18.11.2020 14:07:09;259.00;  2.104;;1.018
18.11.2020 14:08:09;260.00;  2.106;;1.018
18.11.2020 14:09:09;261.00;  2.096;;1.018
18.11.2020 14:10:09;262.00;  2.091;;1.018
18.11.2020 14:11:09;263.00;  2.090;;1.018
18.11.2020 14:12:09;264.00;  2.098;;1.018
18.11.2020 14:13:09;265.00;  2.099;;1.018
18.11.2020 14:14:09;266.00;  2.083;;1.018
18.11.2020 14:15:09;267.00;  2.095;;1.018
18.11.2020 14:16:09;268.00;  2.086;;1.017
18.11.2020 14:17:09;269.00;  2.083;;1.018
18.11.2020 14:18:09;270.00;  2.075;;1.018
18.11.2020 14:19:09;271.00;  2.072;;1.017
18.11.2020 14:20:09;272.00;  2.081;;1.018
18.11.2020 14:21:09;273.00;  2.062;;1.017
18.11.2020 14:22:09;274.00;  2.052;;1.017
18.11.2020 14:23:09;275.00;  2.054;;1.017
18.11.2020 14:24:09;276.00;  2.046;;1.017
18.11.2020 14:25:09;277.00;  2.030;;1.017
18.11.2020 14:26:09;278.00;  2.018;;1.017
18.11.2020 14:27:09;279.00;  2.001;;1.017
18.11.2020 14:28:09;280.00;  1.980;;1.017
18.11.2020 14:29:09;281.00;  1.962;;1.017
18.11.2020 14:30:09;282.00;  1.940;;1.017
18.11.2020 14:31:09;283.00;  1.933;;1.017
18.11.2020 14:32:09;284.00;  1.914;;1.017
18.11.2020 14:33:09;285.00;  1.885;;1.017
18.11.2020 14:34:09;286.00;  1.853;;1.017
18.11.2020 14:35:09;287.00;  1.831;;1.017
18.11.2020 14:36:09;288.00;  1.807;;1.017
18.11.2020 14:37:09;289.00;  1.766;;1.017
18.11.2020 14:38:09;290.00;  1.741;;1.017
18.11.2020 14:39:09;291.00;  1.716;;1.017
18.11.2020 14:40:09;292.00;  1.666;;1.017
18.11.2020 14:41:09;293.00;  1.622;;1.017
18.11.2020 14:42:09;294.00;  1.590;;1.017
18.11.2020 14:43:09;295.00;  1.557;;1.017
18.11.2020 14:44:09;296.00;  1.510;;1.017
18.11.2020 14:45:09;297.00;  1.489;;1.017
18.11.2020 14:46:09;298.00;  1.445;;1.017
18.11.2020 14:47:09;299.00;  1.414;;1.017
18.11.2020 14:48:09;300.00;  1.372;;1.017
18.11.2020 14:49:09;301.00;  1.347;;1.017
18.11.2020 14:50:09;302.00;  1.327;;1.017
18.11.2020 14:51:09;303.00;  1.303;;1.017
18.11.2020 14:52:09;304.00;  1.269;;1.017
18.11.2020 14:53:09;305.00;  1.243;;1.017
18.11.2020 14:54:09;306.00;  1.213;;1.017
18.11.2020 14:55:09;307.00;  1.187;;1.017
18.11.2020 14:56:09;308.00;  1.172;;1.017
18.11.2020 14:57:09;309.00;  1.153;;1.017
18.11.2020 14:58:09;310.00;  1.140;;1.017
18.11.2020 14:59:09;311.00;  1.126;;1.017
18.11.2020 15:00:09;312.00;  1.117;;1.017
18.11.2020 15:01:09;313.00;  1.113;;1.017
18.11.2020 15:02:09;314.00;  1.112;;1.017
18.11.2020 15:03:09;315.00;  1.103;;1.017
18.11.2020 15:04:09;316.00;  1.107;;1.017
18.11.2020 15:05:09;317.00;  1.095;;1.017
18.11.2020 15:06:09;318.00;  1.094;;1.017
18.11.2020 15:07:09;319.00;  1.095;;1.017
18.11.2020 15:08:09;320.00;  1.093;;1.017
18.11.2020 15:09:09;321.00;  1.096;;1.017
18.11.2020 15:10:09;322.00;  1.092;;1.017
18.11.2020 15:11:09;323.00;  1.090;;1.017
18.11.2020 15:12:09;324.00;  1.086;;1.017
18.11.2020 15:13:09;325.00;  1.097;;1.017
18.11.2020 15:14:09;326.00;  1.095;;1.017
18.11.2020 15:15:09;327.00;  1.097;;1.017
18.11.2020 15:16:09;328.00;  1.098;;1.017
18.11.2020 15:17:09;329.00;  1.094;;1.017
18.11.2020 15:18:09;330.00;  1.104;;1.017
18.11.2020 15:19:09;331.00;  1.108;;1.017
18.11.2020 15:20:09;332.00;  1.104;;1.017
18.11.2020 15:21:09;333.00;  1.110;;1.017
18.11.2020 15:22:09;334.00;  1.116;;1.017
18.11.2020 15:23:09;335.00;  1.116;;1.017
18.11.2020 15:24:09;336.00;  1.116;;1.017
18.11.2020 15:25:09;337.00;  1.125;;1.017
18.11.2020 15:26:09;338.00;  1.129;;1.017
18.11.2020 15:27:09;339.00;  1.127;;1.017
18.11.2020 15:28:09;340.00;  1.134;;1.017
18.11.2020 15:29:09;341.00;  1.141;;1.017
18.11.2020 15:30:09;342.00;  1.146;;1.017
18.11.2020 15:31:09;343.00;  1.147;;1.017
18.11.2020 15:32:09;344.00;  1.149;;1.017
18.11.2020 15:33:09;345.00;  1.149;;1.017
18.11.2020 15:34:09;346.00;  1.152;;1.017
18.11.2020 15:35:09;347.00;  1.158;;1.017
18.11.2020 15:36:09;348.00;  1.163;;1.017
18.11.2020 15:37:09;349.00;  1.165;;1.017
18.11.2020 15:38:09;350.00;  1.170;;1.017
18.11.2020 15:39:09;351.00;  1.166;;1.017
18.11.2020 15:40:09;352.00;  1.176;;1.017
18.11.2020 15:41:09;353.00;  1.175;;1.017
18.11.2020 15:42:09;354.00;  1.170;;1.017
18.11.2020 15:43:09;355.00;  1.175;;1.017
18.11.2020 15:44:09;356.00;  1.178;;1.017
18.11.2020 15:45:09;357.00;  1.185;;1.017
18.11.2020 15:46:09;358.00;  1.189;;1.017
18.11.2020 15:47:09;359.00;  1.191;;1.017
18.11.2020 15:48:09;360.00;  1.196;;1.017
18.11.2020 15:49:09;361.00;  1.196;;1.017
18.11.2020 15:50:09;362.00;  1.203;;1.017
18.11.2020 15:51:09;363.00;  1.203;;1.017
18.11.2020 15:52:09;364.00;  1.199;;1.017
18.11.2020 15:53:09;365.00;  1.199;;1.017
18.11.2020 15:54:09;366.00;  1.200;;1.017
18.11.2020 15:55:09;367.00;  1.205;;1.017
18.11.2020 15:56:09;368.00;  1.209;;1.017
18.11.2020 15:57:09;369.00;  1.210;;1.017
18.11.2020 15:58:09;370.00;  1.208;;1.017
18.11.2020 15:59:09;371.00;  1.210;;1.017
18.11.2020 16:00:09;372.00;  1.216;;1.017
18.11.2020 16:01:09;373.00;  1.221;;1.017
18.11.2020 16:02:09;374.00;  1.213;;1.017
18.11.2020 16:03:09;375.00;  1.214;;1.017
18.11.2020 16:04:09;376.00;  1.223;;1.017
18.11.2020 16:05:09;377.00;  1.221;;1.017
18.11.2020 16:06:09;378.00;  1.212;;1.017
18.11.2020 16:07:09;379.00;  1.216;;1.017
18.11.2020 16:08:09;380.00;  1.223;;1.017
18.11.2020 16:09:09;381.00;  1.221;;1.017
18.11.2020 16:10:09;382.00;  1.221;;1.017
18.11.2020 16:11:09;383.00;  1.219;;1.017
18.11.2020 16:12:09;384.00;  1.227;;1.016
18.11.2020 16:13:09;385.00;  1.230;;1.017
18.11.2020 16:14:09;386.00;  1.223;;1.016
18.11.2020 16:15:09;387.00;  1.224;;1.017
18.11.2020 16:16:09;388.00;  1.227;;1.016
18.11.2020 16:17:09;389.00;  1.224;;1.017
18.11.2020 16:18:09;390.00;  1.223;;1.017
18.11.2020 16:19:09;391.00;  1.230;;1.016
18.11.2020 16:20:09;392.00;  1.232;;1.017
18.11.2020 16:21:09;393.00;  1.231;;1.016
18.11.2020 16:22:09;394.00;  1.236;;1.017
18.11.2020 16:23:09;395.00;  1.238;;1.017
18.11.2020 16:24:09;396.00;  1.234;;1.017
18.11.2020 16:25:09;397.00;  1.235;;1.017
18.11.2020 16:26:09;398.00;  1.242;;1.017
18.11.2020 16:27:09;399.00;  1.249;;1.016
18.11.2020 16:28:09;400.00;  1.245;;1.016
18.11.2020 16:29:09;401.00;  1.242;;1.016
18.11.2020 16:30:09;402.00;  1.243;;1.016
18.11.2020 16:31:09;403.00;  1.243;;1.016
18.11.2020 16:32:09;404.00;  1.249;;1.016
18.11.2020 16:33:09;405.00;  1.238;;1.016
18.11.2020 16:34:09;406.00;  1.240;;1.016
18.11.2020 16:35:09;407.00;  1.251;;1.016
18.11.2020 16:36:09;408.00;  1.253;;1.016
18.11.2020 16:37:09;409.00;  1.260;;1.016
18.11.2020 16:38:09;410.00;  1.262;;1.016
18.11.2020 16:39:09;411.00;  1.255;;1.016
18.11.2020 16:40:09;412.00;  1.251;;1.016
18.11.2020 16:41:09;413.00;  1.261;;1.016
18.11.2020 16:42:09;414.00;  1.262;;1.016
18.11.2020 16:43:09;415.00;  1.259;;1.016
18.11.2020 16:44:09;416.00;  1.265;;1.016
18.11.2020 16:45:09;417.00;  1.260;;1.016
18.11.2020 16:46:09;418.00;  1.262;;1.016
18.11.2020 16:47:09;419.00;  1.262;;1.016
18.11.2020 16:48:09;420.00;  1.263;;1.016
18.11.2020 16:49:09;421.00;  1.269;;1.016
18.11.2020 16:50:09;422.00;  1.266;;1.016
18.11.2020 16:51:09;423.00;  1.270;;1.016
18.11.2020 16:52:09;424.00;  1.273;;1.016
18.11.2020 16:53:09;425.00;  1.277;;1.016
18.11.2020 16:54:09;426.00;  1.277;;1.016
18.11.2020 16:55:09;427.00;  1.274;;1.016
18.11.2020 16:56:09;428.00;  1.277;;1.016
18.11.2020 16:57:09;429.00;  1.280;;1.016
18.11.2020 16:58:09;430.00;  1.290;;1.016
18.11.2020 16:59:09;431.00;  1.292;;1.016
18.11.2020 17:00:09;432.00;  1.286;;1.016
18.11.2020 17:01:09;433.00;  1.287;;1.016
18.11.2020 17:02:09;434.00;  1.295;;1.016
18.11.2020 17:03:09;435.00;  1.284;;1.016
18.11.2020 17:04:09;436.00;  1.296;;1.016
18.11.2020 17:05:09;437.00;  1.286;;1.016
18.11.2020 17:06:09;438.00;  1.295;;1.016
18.11.2020 17:07:09;439.00;  1.296;;1.016
18.11.2020 17:08:09;440.00;  1.298;;1.016
18.11.2020 17:09:09;441.00;  1.297;;1.016
18.11.2020 17:10:09;442.00;  1.304;;1.016
18.11.2020 17:11:09;443.00;  1.305;;1.016
18.11.2020 17:12:09;444.00;  1.306;;1.016
18.11.2020 17:13:09;445.00;  1.307;;1.016
18.11.2020 17:14:09;446.00;  1.305;;1.016
18.11.2020 17:15:09;447.00;  1.305;;1.016
18.11.2020 17:16:09;448.00;  1.310;;1.016
18.11.2020 17:17:09;449.00;  1.307;;1.016
18.11.2020 17:18:09;450.00;  1.312;;1.016
18.11.2020 17:19:09;451.00;  1.313;;1.016
18.11.2020 17:20:09;452.00;  1.322;;1.016
18.11.2020 17:21:09;453.00;  1.318;;1.016
18.11.2020 17:22:09;454.00;  1.317;;1.016
18.11.2020 17:23:09;455.00;  1.314;;1.016
18.11.2020 17:24:09;456.00;  1.322;;1.016
18.11.2020 17:25:09;457.00;  1.327;;1.016
18.11.2020 17:26:09;458.00;  1.324;;1.016
18.11.2020 17:27:09;459.00;  1.335;;1.016
18.11.2020 17:28:09;460.00;  1.327;;1.016
18.11.2020 17:29:09;461.00;  1.329;;1.016
18.11.2020 17:30:09;462.00;  1.328;;1.016
18.11.2020 17:31:09;463.00;  1.333;;1.016
18.11.2020 17:32:09;464.00;  1.341;;1.016
18.11.2020 17:33:09;465.00;  1.350;;1.016
18.11.2020 17:34:09;466.00;  1.343;;1.016
18.11.2020 17:35:09;467.00;  1.344;;1.016
18.11.2020 17:36:09;468.00;  1.347;;1.016
18.11.2020 17:37:09;469.00;  1.342;;1.016
18.11.2020 17:38:09;470.00;  1.348;;1.016
18.11.2020 17:39:09;471.00;  1.350;;1.016
18.11.2020 17:40:09;472.00;  1.346;;1.016
18.11.2020 17:41:09;473.00;  1.357;;1.016
18.11.2020 17:42:09;474.00;  1.363;;1.016
18.11.2020 17:43:09;475.00;  1.358;;1.016
18.11.2020 17:44:09;476.00;  1.359;;1.016
18.11.2020 17:45:09;477.00;  1.359;;1.016
18.11.2020 17:46:09;478.00;  1.372;;1.016
18.11.2020 17:47:09;479.00;  1.371;;1.016
18.11.2020 17:48:09;480.00;  1.363;;1.016
18.11.2020 17:49:09;481.00;  1.371;;1.016
18.11.2020 17:50:09;482.00;  1.377;;1.016
18.11.2020 17:51:09;483.00;  1.383;;1.016
18.11.2020 17:52:09;484.00;  1.377;;1.016
18.11.2020 17:53:09;485.00;  1.387;;1.016
18.11.2020 17:54:09;486.00;  1.381;;1.016
18.11.2020 17:55:09;487.00;  1.383;;1.016
18.11.2020 17:56:09;488.00;  1.391;;1.016
18.11.2020 17:57:09;489.00;  1.394;;1.016
18.11.2020 17:58:09;490.00;  1.390;;1.016
18.11.2020 17:59:09;491.00;  1.397;;1.016
18.11.2020 18:00:09;492.00;  1.400;;1.016
18.11.2020 18:01:09;493.00;  1.409;;1.016
18.11.2020 18:02:09;494.00;  1.405;;1.016
18.11.2020 18:03:09;495.00;  1.412;;1.016
18.11.2020 18:04:09;496.00;  1.417;;1.016
18.11.2020 18:05:09;497.00;  1.414;;1.016
18.11.2020 18:06:09;498.00;  1.422;;1.016
18.11.2020 18:07:09;499.00;  1.421;;1.016
18.11.2020 18:08:09;500.00;  1.431;;1.016
18.11.2020 18:09:09;501.00;  1.433;;1.016
18.11.2020 18:10:09;502.00;  1.430;;1.016
18.11.2020 18:11:09;503.00;  1.437;;1.016
18.11.2020 18:12:09;504.00;  1.433;;1.016
18.11.2020 18:13:09;505.00;  1.449;;1.016
18.11.2020 18:14:09;506.00;  1.437;;1.016
18.11.2020 18:15:09;507.00;  1.448;;1.016
18.11.2020 18:16:09;508.00;  1.450;;1.016
18.11.2020 18:17:09;509.00;  1.459;;1.016
18.11.2020 18:18:09;510.00;  1.466;;1.016
18.11.2020 18:19:09;511.00;  1.463;;1.016
